source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	term_size	query_size	intersection_size	effective_domain_size	intersections	log2fc	idr_fraction
GO:BP	regulation of presynapse organization	GO:0099174	0.00126500342869302	2.89790829736529	18	494	5	19375	Q6PJG9,P23468,Q9Y625,P05067,P58400	3.445544551796697	0.8
GO:BP	regulation of presynapse assembly	GO:1905606	0.00126500342869302	2.89790829736529	18	494	5	19375	Q6PJG9,P23468,Q9Y625,P05067,P58400	3.445544551796697	0.8
GO:BP	mitral valve development	GO:0003174	0.00141623084985463	2.84886594957952	10	494	4	19375	Q04771,P36894,P46531,Q96JQ0	3.9716133634642845	0.25
GO:BP	mammary gland morphogenesis	GO:0060443	0.00141623084985463	2.84886594957952	10	494	4	19375	P29317,P07333,O75581,O75197	3.9716133634642845	0.5
GO:BP	negative regulation of cell projection organization	GO:0031345	0.00144078778347836	2.84139998258055	124	494	12	19375	Q9NPR2,Q9H3T2,Q9ULL4,P08138,Q8N2Q7,Q9H3T3,P04216,Q9C0C4,Q9NTN9,Q08629,P58400,Q9BZG2	1.924307648685928	0.75
GO:BP	regulated exocytosis	GO:0045055	0.00144782278233628	2.83928459377672	712	494	36	19375	P55085,P23467,P02675,P05155,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,P11279,P01024,Q14393,Q8N2Q7,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,P04085,Q06481,Q14165,P15848,Q92932,Q86Y34,P08571,P05106,P10645,P05067,P10124,O00391,Q8N423,P42785,P10619	0.9877330288275615	0.6111111111111112
GO:BP	negative regulation of neuron projection development	GO:0010977	0.00145473642814891	2.83721568583246	88	494	10	19375	Q9NPR2,Q9H3T2,P08138,Q8N2Q7,Q9H3T3,P04216,Q9C0C4,Q9NTN9,Q08629,Q9BZG2	2.156037934601712	0.8
GO:BP	cellular response to chemical stimulus	GO:0070887	0.00146552022091781	2.83400818488679	2620	494	97	19375	P14625,Q9UBP4,P55085,Q07954,O14786,Q04771,P62341,Q9NZJ5,P36894,Q13018,P40225,Q8TEU8,P19875,O75094,P57103,Q9UKP4,P0DN87,P08648,Q9ULL4,Q9Y6F9,P09341,Q969E3,Q8NBP7,P29317,P27539,P47871,P19883,P07333,Q9BXN1,P08138,P36896,P12034,Q14393,Q8N2Q7,Q01113,P30273,Q9NRD8,Q96L12,Q16671,Q99835,O75581,O15120,Q5IJ48,Q13261,Q7Z7M0,P22004,P20333,A6NKQ9,Q15904,P01229,P78552,P54762,O15354,P09529,Q14114,P21815,Q7Z4P5,P19876,Q6NW40,O00238,Q92932,P11362,P48061,P41271,Q9H2A7,P38484,P29376,P46531,Q96F46,P49771,P55107,Q6NT52,P22301,P08571,P05106,Q9HBE5,Q14766,Q8N2S1,P10645,P05067,Q6ZMH5,Q8N441,O75462,P32297,Q8N423,Q6KF10,Q8NER5,O75460,Q8WU39,Q8NEV9,P07949,O75197,P58400,Q6UXI9,P36897,O60883,Q9UHF4	0.5381032041139621	0.6082474226804123
GO:BP	epithelial tube morphogenesis	GO:0060562	0.00146958809032823	2.83280437624885	164	494	14	19375	O14786,Q04771,P51654,P29317,P07333,Q99835,O75581,Q9NYQ6,Q7Z7M0,P46531,Q9C0C4,Q99466,O75197,Q6UXI9	1.7433443757911675	0.7142857142857143
GO:BP	G protein-coupled receptor signaling pathway	GO:0007186	0.00152741228371937	2.81604372104644	885	494	42	19375	Q8IWK6,P55085,O60241,P30988,Q02846,P19875,Q96A98,Q8N729,P0DN87,P09341,Q969E3,O14514,P47871,P01024,Q9HC23,Q7RTX0,A6NKQ9,P01229,P20396,Q96PQ0,O15354,Q7RTX1,O75899,Q06481,Q9NYQ7,P19876,P09683,Q86Y34,P48061,Q9H2A7,Q13255,O00230,Q6NT52,Q9UBS5,P10645,P05067,P48645,Q9HCU4,O43612,O43555,P49190,O60883	0.8963252361600474	0.6190476190476191
GO:BP	cell projection organization	GO:0030030	0.00159070077527023	2.79841150726149	1213	494	53	19375	Q9NPR2,Q6UXK2,P55085,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P07333,P08138,Q9UM73,Q8N2Q7,Q99835,Q9H3T3,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,P04085,Q14114,P15848,Q9HDB5,P52798,O95196,P04216,P48061,P41271,P29376,P46531,Q8N967,Q9Y4D7,Q8N158,Q9C0C4,P05067,Q9NTN9,Q7RTU9,Q9UM47,Q9HCU4,P32297,Q08629,Q96MS0,P07949,Q9UIW2,P58400,Q9BZG2	0.7770980777943359	0.660377358490566
GO:BP	localization within membrane	GO:0051668	0.00164276275515707	2.78442515206451	57	494	8	19375	P20701,O15146,Q8N2Q7,Q6ZSJ9,P04216,P58401,Q14696,P58400	2.4606514441869054	0.625
GO:BP	negative regulation of multicellular organismal process	GO:0051241	0.00175270105961649	2.75629215078018	748	494	37	19375	Q9NPR2,Q8WVV5,P02747,P55085,P02675,Q9P2N4,P52797,Q9NZJ5,Q9H3T2,Q9UKP4,P81172,Q8NBP7,Q14956,O14514,P07359,Q9BXN1,P08138,Q14393,P16066,Q9H3T3,P30533,P09529,P04085,P09683,P04216,P46531,Q8TDQ0,P22301,P57087,P18627,Q9C0C4,Q4V9L6,P10124,Q9NTN9,Q8NCW0,Q8NER5,P36897	0.95610036409296	0.6486486486486487
GO:BP	protein phosphorylation	GO:0006468	0.00202181174150784	2.69425928565435	1317	494	56	19375	Q96Q04,P23467,O14786,Q04771,P30988,Q9NZJ5,P36894,P40225,P57103,P08648,Q12913,Q14956,P29322,P27539,P01024,P07333,Q9UM73,P36896,P12034,Q14393,O15146,Q16671,Q9HC23,O75581,Q08345,P22004,O95390,Q2MKA7,P54762,P09529,P04085,Q14114,Q7Z4P5,O00238,P23327,Q9ULI3,P11362,P04216,P29376,P55107,P05106,P17405,P21860,P05067,Q4V9L6,Q04912,O75462,P32297,Q6KF10,Q8NER5,O75460,P07949,O75197,P58400,Q9BZG2,P36897	0.7378567501527367	0.6428571428571429
GO:BP	negative regulation of locomotion	GO:0040013	0.00204168467545929	2.6900113309477	258	494	18	19375	Q9NPR2,Q07954,Q9P2N4,P36894,Q9H3T2,Q9ULL4,Q12913,O14514,Q9H3T3,Q5JRA6,P04216,P48061,P41271,P46531,Q9C0C4,Q9NTN9,Q7Z5L7,Q8NER5	1.4522392043707053	0.6666666666666666
GO:BP	atrioventricular valve morphogenesis	GO:0003181	0.00204168467545929	2.6900113309477	20	494	5	19375	Q04771,P36894,O75094,P46531,Q96JQ0	3.293541458351647	0.2
GO:BP	presynaptic membrane assembly	GO:0097105	0.00204168467545929	2.6900113309477	11	494	4	19375	Q8NFZ4,Q8N2Q7,P23468,P58400	3.8341098397143494	0.75
GO:BP	morphogenesis of a branching structure	GO:0001763	0.00204168467545929	2.6900113309477	75	494	9	19375	O14786,P29317,Q99835,O75581,Q9NYQ6,P04085,Q99466,O75197,Q6UXI9	2.2346477692980784	0.7777777777777778
GO:BP	negative regulation of axon extension involved in axon guidance	GO:0048843	0.00204168467545929	2.6900113309477	20	494	5	19375	Q9NPR2,Q9H3T2,Q9H3T3,Q9C0C4,Q9NTN9	3.293541458351647	0.8
GO:BP	regulation of ossification	GO:0030278	0.00204168467545929	2.6900113309477	75	494	9	19375	Q04771,P36894,O75581,P22004,O00238,P46531,Q4V9L6,P10124,Q8NCW0	2.2346477692980784	0.6666666666666666
GO:BP	positive regulation of ERK1 and ERK2 cascade	GO:0070374	0.00205713667113743	2.68673685388182	170	494	14	19375	P55085,O14786,P02675,P30988,P40225,Q14956,P07333,Q14393,Q15904,P04085,P46531,P05067,P58400,Q6UXI9	1.6915054442715491	0.7142857142857143
GO:BP	mesenchyme development	GO:0060485	0.00215617029493192	2.66631694143125	214	494	16	19375	Q9NPR2,O14786,Q04771,P36894,Q9H3T2,Q99835,Q9H3T3,O75581,Q5IJ48,P11362,P46531,Q9C0C4,Q99466,Q9NTN9,Q96JQ0,P36897	1.5520744719505	0.75
GO:BP	artery development	GO:0060840	0.00222239481367018	2.65317878510405	45	494	7	19375	Q07954,O14786,Q9P2N4,P36894,O95967,P46531,P36897	2.6090432840795765	0.42857142857142855
GO:BP	post-translational protein modification	GO:0043687	0.00247822338922148	2.60585954851141	359	494	22	19375	P14625,P13611,Q9NVR0,Q8N114,P51654,Q8NBP7,P01024,Q14393,Q8NBK3,O15240,Q02818,Q9BTY2,Q06481,Q5JRA6,Q16270,P23327,Q24JP5,P14314,Q14766,P11047,P05067,O00391	1.2651330431658927	0.6363636363636364
GO:BP	negative regulation of axonogenesis	GO:0050771	0.00254432438322443	2.59442752004267	46	494	7	19375	Q9NPR2,Q9H3T2,P08138,Q9H3T3,P04216,Q9C0C4,Q9NTN9	2.5773344243522383	0.7142857142857143
GO:BP	endocardial cushion formation	GO:0003272	0.00255685787966029	2.59229341111901	21	494	5	19375	Q04771,P36894,P46531,Q96JQ0,P36897	3.223152130460249	0.4
GO:BP	developmental growth involved in morphogenesis	GO:0060560	0.00257304416497831	2.5895527592845	133	494	12	19375	Q9NPR2,Q6UXK2,O14786,Q9H3T2,O75094,Q9H3T3,O75581,Q7Z7M0,P46531,Q9C0C4,P05067,Q9NTN9	1.8232215235716136	0.8333333333333334
GO:BP	cell activation involved in immune response	GO:0002263	0.00257304416497831	2.5895527592845	652	494	33	19375	P55085,P23467,Q07954,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,Q13609,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,Q8TDQ0,P22301,P08571,P10645,P05067,O00391,Q8N423,P42785,Q8NEV9,P10619	0.989207423479023	0.48484848484848486
GO:BP	cell migration involved in gastrulation	GO:0042074	0.00261579681586908	2.58239599321241	5	494	3	19375	P51654,Q5IJ48,Q7Z7M0	4.556575864185441	0.0
GO:BP	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	0.00268174301374015	2.57158284209291	626	494	32	19375	O43921,Q07954,O14786,P52797,Q9NZJ5,P08648,Q12913,P29317,P29322,P07333,P08138,Q9UM73,P12034,O15146,Q08345,Q15904,P54762,P04085,P18065,P52798,P11362,P29376,P05106,P21860,P09564,Q04912,Q8N441,P32297,Q8WU39,P07949,P58400,Q9BZG2	1.0035226114190288	0.5625
GO:BP	myeloid leukocyte activation	GO:0002274	0.00271485084883912	2.5662540251195	599	494	31	19375	P55085,P23467,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,Q13609,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,O15496,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,Q8TDQ0,P08571,P10645,P05067,O00391,Q8N423,P42785,P10619	1.0213255759497364	0.5161290322580645
GO:BP	regulation of MAPK cascade	GO:0043408	0.00273286255488543	2.56338220993041	572	494	30	19375	P55085,O14786,P02675,P30988,P40225,Q12913,Q14956,P29317,P29322,P07333,Q9UM73,Q14393,Q9HC23,Q15904,P54762,O15354,P04085,Q5UCC4,P11362,P46531,P17405,Q9C0C4,P05067,Q04912,Q6KF10,O75460,P07949,P58400,Q6UXI9,O60883	1.0405607171817763	0.6666666666666666
GO:BP	regulation of axon extension	GO:0030516	0.00276827711486559	2.55779043754149	62	494	8	19375	Q9NPR2,Q6UXK2,O14786,Q9H3T2,Q9H3T3,Q7Z7M0,Q9C0C4,Q9NTN9	2.3393451479647718	0.875
GO:BP	neutrophil mediated immunity	GO:0002446	0.00277284918290077	2.5570737513436	492	494	27	19375	P55085,P23467,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,Q13609,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,P08571,O00391,Q8N423,P42785,P10619	1.1059144551758757	0.5185185185185185
GO:BP	presynaptic membrane organization	GO:0097090	0.00283168796880948	2.54795460440396	12	494	4	19375	Q8NFZ4,Q8N2Q7,P23468,P58400	3.7085789576304906	0.75
GO:BP	neutrophil activation	GO:0042119	0.00284373447442381	2.5461109570548	493	494	27	19375	P55085,P23467,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,Q13609,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,P08571,O00391,Q8N423,P42785,P10619	1.102985124137204	0.5185185185185185
GO:BP	myeloid cell activation involved in immune response	GO:0002275	0.00286036481401236	2.54357857295191	520	494	28	19375	P55085,P23467,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,Q13609,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,P08571,P10645,O00391,Q8N423,P42785,P10619	1.0785285673807967	0.5357142857142857
GO:BP	cell chemotaxis	GO:0060326	0.00291426593094517	2.53547082076353	267	494	18	19375	P55085,O14786,P19875,Q9ULL4,P09341,P29317,P07333,Q14393,P30273,P54762,P19876,P11362,P48061,P41271,Q9H2A7,P46531,P22301,P10645	1.4027705281064056	0.3888888888888889
GO:BP	branching morphogenesis of an epithelial tube	GO:0048754	0.0030323205697503	2.51822488802868	63	494	8	19375	O14786,P29317,Q99835,O75581,Q9NYQ6,Q99466,O75197,Q6UXI9	2.3162615348517304	0.75
GO:BP	atrioventricular valve development	GO:0003171	0.00307254604265678	2.51250160041158	22	494	5	19375	Q04771,P36894,O75094,P46531,Q96JQ0	3.156037934601712	0.2
GO:BP	exocytosis	GO:0006887	0.00311953147016419	2.50591062880274	803	494	38	19375	P55085,P23467,P02675,P05155,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,P11279,P01024,Q14393,Q8N2Q7,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q15904,Q9NPA2,P04066,Q9BTY2,P04085,Q06481,Q5JRA6,Q14165,P15848,Q92932,Q86Y34,P08571,P05106,P10645,P05067,P10124,O00391,Q8N423,P42785,P10619	0.892212794277918	0.6052631578947368
GO:BP	lymphocyte migration	GO:0072676	0.00313783068993594	2.50337049363955	98	494	10	19375	P20701,Q14393,P55808,Q5JRA6,P14209,P48061,Q9H2A7,P57087,P05067,P07949	2.000759709123801	0.6
GO:BP	myeloid leukocyte mediated immunity	GO:0002444	0.00317346413424343	2.49846640561793	524	494	28	19375	P55085,P23467,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,Q13609,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,P08571,P10645,O00391,Q8N423,P42785,P10619	1.0674733788718007	0.5357142857142857
GO:BP	granulocyte activation	GO:0036230	0.0033525893616214	2.47461963741616	499	494	27	19375	P55085,P23467,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,Q13609,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,P08571,O00391,Q8N423,P42785,P10619	1.085532955177855	0.5185185185185185
GO:BP	axon extension	GO:0048675	0.0033705068675021	2.47230478363712	81	494	9	19375	Q9NPR2,Q6UXK2,O14786,Q9H3T2,O75094,Q9H3T3,Q7Z7M0,Q9C0C4,Q9NTN9	2.1236164569093345	0.7777777777777778
GO:BP	plasma membrane bounded cell projection organization	GO:0120036	0.00348850379260919	2.45736080053109	1197	494	51	19375	Q9NPR2,Q6UXK2,P55085,O43921,O14786,P52797,Q9H3T2,O75094,Q9ULL4,P24043,Q13753,O14514,P29317,P29322,P07333,P08138,Q9UM73,Q8N2Q7,Q99835,Q9H3T3,Q7Z7M0,Q9GZZ7,Q9P2J2,P23468,P54762,O15496,Q14114,P15848,Q9HDB5,P52798,P04216,P48061,P41271,P29376,P46531,Q8N967,Q9Y4D7,Q8N158,Q9C0C4,P05067,Q9NTN9,Q7RTU9,Q9UM47,Q9HCU4,P32297,Q08629,Q96MS0,P07949,Q9UIW2,P58400,Q9BZG2	0.7407593633796405	0.6470588235294118
GO:BP	negative regulation of cell adhesion	GO:0007162	0.00348850379260919	2.45736080053109	225	494	16	19375	Q8WVV5,Q9ULL4,Q14956,P22004,Q5JRA6,P48061,P46531,Q8TDQ0,P22301,Q9Y4D7,P21860,P18627,Q99466,Q8N423,Q08629,Q9UIW2	1.4797602671346097	0.625
GO:BP	negative regulation of chemotaxis	GO:0050922	0.00349551473998085	2.45648886218643	49	494	7	19375	Q9NPR2,Q9H3T2,Q9H3T3,P41271,P46531,Q9C0C4,Q9NTN9	2.486186536294043	0.8571428571428571
GO:BP	heart valve morphogenesis	GO:0003179	0.00349551473998085	2.45648886218643	49	494	7	19375	Q04771,Q9P2N4,P36894,O75094,P15502,P46531,Q96JQ0	2.486186536294043	0.42857142857142855
GO:BP	regionalization	GO:0003002	0.00363997914172565	2.43890110499364	160	494	13	19375	Q04771,P36894,Q13467,P01024,Q99835,O75581,Q5IJ48,Q7Z7M0,O00238,P41271,Q9HCU4,O75197,P36897	1.6720530816053767	0.6923076923076923
GO:BP	regulation of biological process	GO:0050789	0.00363997914172565	2.43890110499364	10253	494	300	19375	P22303,Q9NPR2,Q96Q04,Q9ULT6,Q6UXK2,Q8NFZ4,P14625,P07510,Q8IWK6,Q9UBP4,Q8WVV5,P31415,Q96KC8,P02747,P55085,P53801,O43921,P23467,Q07954,O14786,Q9Y240,O60241,P02675,Q16653,Q04771,P05155,P62341,P30988,Q9P2N4,Q02846,P52797,Q9NZJ5,P36894,Q13018,P40225,Q8TEU8,P19875,Q9NS15,Q9H3T2,Q9H461,O75094,P57103,P20701,Q9UKP4,Q8N114,Q8NBS9,P04430,Q96A98,P51654,Q8N729,P0DN87,P81172,O95967,Q6UXZ3,P01614,P08648,Q5VUB5,Q9ULL4,Q12913,Q8NBJ5,Q9Y6F9,A0A075B6S6,P09341,Q969E3,A0A0C4DH73,Q8NBP7,Q86UK5,Q13753,P01611,Q9HC57,P01599,Q14956,O14514,P29317,P29322,P27539,Q9BT09,Q5VX71,Q13467,P47871,Q13609,P01597,P15502,P19883,P07359,Q9NYZ4,Q8IUX7,P11279,Q96D15,O15118,Q6PJG9,P01593,Q641Q3,P01024,P07333,Q9BXN1,P08138,Q2I0M4,Q9UM73,P10643,Q9NZW4,Q9NZV5,Q99102,P36896,P04433,P12034,Q14393,O15146,Q8N2Q7,Q01113,Q6ZSJ9,Q12907,P16066,P49257,P30273,Q9NRD8,Q96L12,Q16671,O15240,Q8N129,P98095,Q99835,Q6W4X9,O60391,Q9HC23,P55808,Q13445,Q9H3T3,Q9Y286,Q7RTX0,O75581,Q9HC58,Q9NYQ6,O15120,Q5IJ48,Q76LX8,Q13261,Q6UX06,Q7Z7M0,P13224,Q08345,Q9GZZ7,P30533,P22004,P20333,O95390,Q7KYR7,A6NKQ9,Q15904,P01229,P78552,P20396,P98088,P23468,Q2MKA7,P20774,Q96PQ0,P54762,Q02818,O15496,O15354,Q13438,Q9BTY2,P09529,Q7RTX1,Q9H4D0,Q9UP79,P04085,Q93033,Q14114,O75899,Q06481,P21815,Q7Z4P5,Q9BY67,Q5VT99,Q9NYQ7,Q5JRA6,P18065,Q16270,Q9NQX5,P19876,Q6NW40,O00238,P04432,P23327,P06310,P15848,P14209,P32942,Q16478,P09683,Q9HDB5,P52798,Q5UCC4,Q5T2D2,Q9Y625,O95715,Q9ULI3,O95196,Q86Y34,P11362,P04216,P48061,P41271,Q9H2A7,P38484,P14314,Q9BZA8,Q13255,P29376,P46531,P01619,Q96F46,O95944,P49771,O00230,Q8TDQ0,P55107,Q6NT52,P22301,Q9Y219,P57087,Q6UXZ0,A0A075B6N2,P08571,P05106,Q9HBE5,P17405,Q8IVL6,Q9NQ36,Q14766,P11047,Q8N2S1,Q9Y4D7,A0A0C4DH25,A0A075B6P5,P21860,P01624,O94985,P18627,Q9UBS5,P10645,P09564,Q8N158,Q9C0C4,Q9BZA7,Q02505,Q99466,Q86YW5,P05067,Q4V9L6,P10124,P0CAP1,O00391,P48645,Q9NTN9,Q9UM47,Q04912,P01602,Q6ZMH5,Q9HC84,Q7Z5L7,Q9HCU4,Q8N441,A0A5B7,O75462,P32297,P01615,Q8N423,P15169,P42785,P58401,Q8NCW0,P01601,Q6KF10,Q08629,Q8NER5,Q14696,O75460,P01594,O43612,Q8WU39,P0C7U0,Q8NEV9,Q96JQ0,P07949,O43555,O75197,Q9UGT4,P06312,Q9UIW2,P58400,P10619,Q6UXI9,Q9BZG2,P36897,P49190,O60883,Q9UHF4	0.19860166914121924	0.6033333333333334
GO:BP	positive regulation of secretion	GO:0051047	0.00372488549914081	2.42888707267558	204	494	15	19375	P22303,Q8NFZ4,P55085,P02675,P62341,Q13018,P11279,Q8N2Q7,P16066,P22004,Q15904,P20396,O15496,P09529,P09683	1.52800671198867	0.5333333333333333
GO:BP	semaphorin-plexin signaling pathway involved in neuron projection guidance	GO:1902285	0.00375396745922818	2.42550949632279	13	494	4	19375	O14786,Q9ULL4,Q9Y4D7,Q9UIW2	3.593101740210555	0.5
GO:BP	regulation of chemotaxis	GO:0050920	0.00392139337886598	2.40655958878845	183	494	14	19375	Q9NPR2,P55085,O14786,Q9H3T2,P07333,Q14393,Q9H3T3,Q7Z7M0,P11362,P48061,P41271,P46531,Q9C0C4,Q9NTN9	1.5851965421252088	0.7857142857142857
GO:BP	regulation of nervous system process	GO:0031644	0.00392139337886598	2.40655958878845	83	494	9	19375	Q8NFZ4,Q9NZJ5,P57103,Q8N2Q7,P20333,P57087,P05067,O43612,P58400	2.0884270284470348	0.5555555555555556
GO:BP	regulation of extent of cell growth	GO:0061387	0.00395789392196695	2.40253584977635	66	494	8	19375	Q9NPR2,Q6UXK2,O14786,Q9H3T2,Q9H3T3,Q7Z7M0,Q9C0C4,Q9NTN9	2.2491473389931933	0.875
GO:BP	positive chemotaxis	GO:0050918	0.00402135569046941	2.3956275116829	36	494	6	19375	P55085,O14786,Q9ULL4,Q12913,Q14956,P48061	2.708578957630491	0.6666666666666666
GO:BP	neural crest cell migration	GO:0001755	0.00402135569046941	2.3956275116829	36	494	6	19375	Q9NPR2,O14786,Q9H3T2,Q9H3T3,Q9C0C4,Q9NTN9	2.708578957630491	0.8333333333333334
GO:BP	positive regulation of neurogenesis	GO:0050769	0.00430954482068278	2.36556859812351	122	494	11	19375	Q6UXK2,O14786,Q9ULL4,P08138,Q7Z7M0,P20333,P23468,Q14114,P46531,Q9Y4D7,Q9UIW2	1.8222357394260578	0.8181818181818182
GO:BP	cell-matrix adhesion	GO:0007160	0.00430954482068278	2.36556859812351	185	494	14	19375	O14786,P02675,Q9P2N4,P20701,O95967,Q12913,Q76LX8,O95274,Q08345,P04216,P05106,Q7RTU9,Q9BZZ2,Q6UXI9	1.5695149198929392	0.5714285714285714
GO:BP	positive regulation of axonogenesis	GO:0050772	0.00432381238026531	2.36413315930321	51	494	7	19375	Q6UXK2,O14786,Q9ULL4,P08138,Q7Z7M0,Q9Y4D7,Q9UIW2	2.4284710384377557	0.7142857142857143
GO:BP	neutrophil activation involved in immune response	GO:0002283	0.00454975478409399	2.34201200966919	484	494	26	19375	P23467,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,Q13609,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,P08571,O00391,Q8N423,P42785,P10619	1.0751179392181447	0.5
GO:BP	regulation of collagen fibril organization	GO:1904026	0.00454975478409399	2.34201200966919	6	494	3	19375	O95967,Q8NBJ5,Q8IUX7	4.293541458351647	0.3333333333333333
GO:BP	positive regulation of cell-substrate adhesion	GO:0010811	0.00454975478409399	2.34201200966919	85	494	9	19375	O14786,P02675,O95967,Q12913,P98095,Q6UX06,O95196,P04216,Q6UXI9	2.054075523656257	0.5555555555555556
GO:BP	regulation of developmental growth	GO:0048638	0.00496732103027216	2.30387777131738	166	494	13	19375	Q9NPR2,Q6UXK2,O14786,P36894,Q9H3T2,O15146,Q9H3T3,Q7Z7M0,P46531,Q9C0C4,P05067,Q9NTN9,P36897	1.6189417451458143	0.7692307692307693
GO:BP	response to endogenous stimulus	GO:0009719	0.00504323261308307	2.29729100006443	1127	494	48	19375	P14625,Q9UBP4,Q07954,Q04771,P30988,P36894,Q8TEU8,O75094,Q9UKP4,P0DN87,Q969E3,Q8NBP7,P27539,P47871,P19883,Q9BXN1,P08138,P12034,P30273,Q16671,Q5IJ48,Q7Z7M0,P22004,A6NKQ9,Q15904,P01229,P09529,Q7Z4P5,Q5JRA6,P18065,Q6NW40,O00238,Q86XM0,P11362,P41271,P46531,P55107,Q6NT52,P22301,Q14766,Q8N2S1,P05067,Q6ZMH5,Q8N441,Q6KF10,Q8WU39,P58400,P36897	0.740232158900582	0.6458333333333334
GO:BP	leukocyte degranulation	GO:0043299	0.0050904379495875	2.29324485206261	515	494	27	19375	P55085,P23467,P20701,Q8NBS9,Q12913,P09341,Q8N2G8,P11279,P01024,P30273,O15120,Q9NPY3,Q6UX06,P20333,Q9NPA2,P04066,Q9BTY2,Q14165,P15848,Q92932,Q86Y34,P08571,P10645,O00391,Q8N423,P42785,P10619	1.0400003384445349	0.5555555555555556
GO:BP	morphogenesis of an epithelium	GO:0002009	0.00521260380017675	2.28294528369298	332	494	20	19375	O14786,Q04771,P51654,P08648,P29317,Q13467,P07333,Q99835,O75581,Q9NYQ6,Q7Z7M0,Q08345,P04085,Q9NYQ7,P46531,Q9C0C4,Q99466,Q9HCU4,O75197,Q6UXI9	1.2404301218920846	0.8
GO:BP	bone morphogenesis	GO:0060349	0.00525920099116353	2.27908023141411	38	494	6	19375	Q5H8C1,O75581,Q7Z7M0,O00238,Q4V9L6,O75197	2.630576445629218	0.6666666666666666
GO:BP	positive regulation of phagocytosis	GO:0050766	0.00534525435334982	2.27203162410758	53	494	7	19375	P55085,Q12913,P01024,Q14393,Q12907,P30273,Q13261	2.372975925846052	0.42857142857142855
GO:BP	regulation of ERK1 and ERK2 cascade	GO:0070372	0.0057241888773418	2.24228604454294	237	494	16	19375	P55085,O14786,P02675,P30988,P40225,Q14956,P29317,P07333,Q14393,Q15904,P54762,P04085,P46531,P05067,P58400,Q6UXI9	1.4047982094533877	0.625
GO:BP	positive regulation of protein modification process	GO:0031401	0.0057241888773418	2.24228604454294	892	494	40	19375	P53801,O14786,Q04771,P30988,P36894,P40225,P08648,Q12913,Q14956,P27539,P01024,P07333,Q9UM73,P12034,Q14393,O15146,Q9HC23,P22004,O95390,Q2MKA7,P09529,P04085,Q14114,Q7Z4P5,P11362,P55107,P05106,P17405,P21860,P05067,Q4V9L6,Q04912,O75462,P32297,Q8N423,Q6KF10,O75460,P07949,P58400,P36897	0.8145696533187047	0.725
GO:BP	tissue remodeling	GO:0048771	0.0062317657388461	2.20538888079099	89	494	9	19375	O43921,Q14956,P29317,P07333,O75581,Q15904,P05106,Q4V9L6,O75197	1.9877330288275614	0.4444444444444444
GO:BP	mesenchymal cell development	GO:0014031	0.00664727537228052	2.17735632962292	55	494	7	19375	Q9NPR2,O14786,Q9H3T2,Q9H3T3,P46531,Q9C0C4,Q9NTN9	2.3195366668845914	0.8571428571428571
